SentimentDate,Subject,AvgRawSentiment,NormalizedSentimentScore
2024-12-24,chris coons,,
2024-12-24,dave mccormick,,
2024-12-24,dianne feinstein,,
2024-12-24,jim risch,,
2024-12-24,joe manchin,,
2024-12-24,kyrsten sinema,,
2024-12-24,martin heinrich,,
2024-12-24,roger wicker,,
2024-12-25,dave mccormick,,
2024-12-25,jerry moran,,
2024-12-25,jim risch,,
2024-12-25,kyrsten sinema,,
2024-12-25,martin heinrich,,
2024-12-26,carper,,
2024-12-26,dianne feinstein,,
2024-12-26,eric schmitt,,
2024-12-26,joe manchin,,
2024-12-26,john hickenlooper,,
2024-12-26,kyrsten sinema,,
2024-12-26,steve daines,,
2024-12-26,ted budd,,
2024-12-27,carper,,
2024-12-27,dianne feinstein,,
2024-12-27,ed markey,,
2024-12-27,jerry moran,,
2024-12-27,jim risch,,
2024-12-27,john hickenlooper,,
2024-12-27,kyrsten sinema,,
2024-12-27,martin heinrich,,
2024-12-27,steve daines,,
2024-12-27,ted budd,,
2024-12-28,carper,,
2024-12-28,dianne feinstein,,
2024-12-28,ed markey,,
2024-12-28,jacky rosen,,
2024-12-28,jerry moran,,
2024-12-28,jon tester,,
2024-12-28,kyrsten sinema,,
2024-12-28,maria cantwell,,
2024-12-28,martin heinrich,,
2024-12-29,carper,,
2024-12-29,dianne feinstein,,
2024-12-29,ed markey,,
2024-12-29,eric schmitt,,
2024-12-29,evan bayh,,
2024-12-29,james lankford,,
2024-12-29,jon tester,,
2024-12-29,kyrsten sinema,,
2024-12-29,maria cantwell,,
2024-12-30,alex mooney,,
2024-12-30,carper,,
2024-12-30,ed markey,,
2024-12-30,eric schmitt,,
2024-12-30,james lankford,,
2024-12-30,jerry moran,,
2024-12-30,jim risch,,
2024-12-30,jon tester,,
2024-12-30,kyrsten sinema,,
2024-12-30,maria cantwell,,
2024-12-31,alex mooney,,
2024-12-31,carper,,
2024-12-31,chris coons,,
2024-12-31,eric schmitt,,
2024-12-31,frank lautenberg,,
2024-12-31,james lankford,,
2024-12-31,joe manchin,,
2024-12-31,kyrsten sinema,,
2024-12-31,martin heinrich,,
2024-12-31,mazie hirono,,
2025-01-01,alex mooney,,
2025-01-01,carper,,
2025-01-01,chris coons,,
2025-01-01,eric schmitt,,
2025-01-01,frank lautenberg,,
2025-01-01,jacky rosen,,
2025-01-01,jerry moran,,
2025-01-01,maria cantwell,,
2025-01-01,martin heinrich,,
2025-01-01,mazie hirono,,
2025-01-01,shelley moore capito,,
2025-01-02,bob corker,,
2025-01-02,chris coons,,
2025-01-02,dave mccormick,,
2025-01-02,dianne feinstein,,
2025-01-02,ed markey,,
2025-01-02,eric schmitt,,
2025-01-02,frank lautenberg,,
2025-01-02,jacky rosen,,
2025-01-02,joe manchin,,
2025-01-02,jon tester,,
2025-01-02,martin heinrich,,
2025-01-03,ben sasse,,
2025-01-03,bob corker,,
2025-01-03,carper,,
2025-01-03,chris coons,,
2025-01-03,dave mccormick,,
2025-01-03,ed markey,,
2025-01-03,eric schmitt,,
2025-01-03,joe manchin,,
2025-01-03,jon tester,,
2025-01-03,martin heinrich,,
2025-01-03,mazie hirono,,
2025-01-03,shelley moore capito,,
2025-01-03,ted budd,,
2025-01-04,carper,,
2025-01-04,dave mccormick,,
2025-01-04,eric schmitt,,
2025-01-04,joe manchin,,
2025-01-04,jon tester,,
2025-01-04,shelley moore capito,,
2025-01-04,ted budd,,
2025-01-05,ben sasse,,
2025-01-05,carper,,
2025-01-05,eric schmitt,,
2025-01-05,frank lautenberg,,
2025-01-05,joe manchin,,
2025-01-05,jon tester,,
2025-01-05,martin heinrich,,
2025-01-05,shelley moore capito,,
2025-01-06,ben sasse,,
2025-01-06,carper,,
2025-01-06,chris coons,,
2025-01-06,deb fischer,,
2025-01-06,dianne feinstein,,
2025-01-06,eric schmitt,,
2025-01-06,jerry moran,,
2025-01-06,jon tester,,
2025-01-06,lincoln chafee,,
2025-01-06,martin heinrich,,
2025-01-06,roger wicker,,
2025-01-06,shelley moore capito,,
2025-01-07,alex mooney,,
2025-01-07,ben sasse,,
2025-01-07,bill hagerty,,
2025-01-07,carper,,
2025-01-07,chris coons,,
2025-01-07,deb fischer,,
2025-01-07,dianne feinstein,,
2025-01-07,evan bayh,,
2025-01-07,jacky rosen,,
2025-01-07,jerry moran,,
2025-01-07,john barrasso,,
2025-01-07,jon tester,,
2025-01-07,kyrsten sinema,,
2025-01-07,lincoln chafee,,
2025-01-07,martin heinrich,,
2025-01-07,roger wicker,,
2025-01-07,shelley moore capito,,
2025-01-08,carper,,
2025-01-08,chris coons,,
2025-01-08,deb fischer,,
2025-01-08,dianne feinstein,,
2025-01-08,ed markey,,
2025-01-08,jacky rosen,,
2025-01-08,jerry moran,,
2025-01-08,jon tester,,
2025-01-08,kyrsten sinema,,
2025-01-08,lincoln chafee,,
2025-01-08,shelley moore capito,,
2025-01-09,ben sasse,,
2025-01-09,bob corker,,
2025-01-09,carper,,
2025-01-09,chris coons,,
2025-01-09,deb fischer,,
2025-01-09,ed markey,,
2025-01-09,frank lautenberg,,
2025-01-09,jacky rosen,,
2025-01-09,jerry moran,,
2025-01-09,joe manchin,,
2025-01-09,jon tester,,
2025-01-09,kyrsten sinema,,
2025-01-09,shelley moore capito,,
2025-01-10,carper,,
2025-01-10,eric schmitt,,
2025-01-10,joe manchin,,
2025-01-11,alex mooney,,
2025-01-11,carper,,
2025-01-11,chris coons,,
2025-01-11,deb fischer,,
2025-01-11,jerry moran,,
2025-01-11,joe manchin,,
2025-01-11,john hickenlooper,,
2025-01-11,jon tester,,
2025-01-11,lincoln chafee,,
2025-01-11,martin heinrich,,
2025-01-11,mazie hirono,,
2025-01-11,pete ricketts,,
2025-01-11,roger wicker,,
2025-01-11,shelley moore capito,,
2025-01-12,alex mooney,,
2025-01-12,carper,,
2025-01-12,chris coons,,
2025-01-12,deb fischer,,
2025-01-12,ed markey,,
2025-01-12,frank lautenberg,,
2025-01-12,jerry moran,,
2025-01-12,jim risch,,
2025-01-12,john hickenlooper,,
2025-01-12,roger wicker,,
2025-01-12,shelley moore capito,,
2025-01-13,ben sasse,,
2025-01-13,chris coons,,
2025-01-13,dave mccormick,,
2025-01-13,deb fischer,,
2025-01-13,dianne feinstein,,
2025-01-13,ed markey,,
2025-01-13,james lankford,,
2025-01-13,jerry moran,,
2025-01-13,jim risch,,
2025-01-13,joe manchin,,
2025-01-13,john barrasso,,
2025-01-13,pete ricketts,,
2025-01-13,shelley moore capito,,
2025-01-13,sherrod brown,,
2025-01-14,carper,,
2025-01-14,chris coons,,
2025-01-14,dave mccormick,,
2025-01-14,deb fischer,,
2025-01-14,dianne feinstein,,
2025-01-14,ed markey,,
2025-01-14,eric schmitt,,
2025-01-14,evan bayh,,
2025-01-14,james lankford,,
2025-01-14,jerry moran,,
2025-01-14,jim risch,,
2025-01-14,joe manchin,,
2025-01-14,john barrasso,,
2025-01-14,maria cantwell,,
2025-01-14,martin heinrich,,
2025-01-14,mazie hirono,,
2025-01-14,pete ricketts,,
2025-01-14,roger wicker,,
2025-01-14,sherrod brown,,
2025-01-15,carper,,
2025-01-15,chris coons,,
2025-01-15,ed markey,,
2025-01-15,eric schmitt,,
2025-01-15,evan bayh,,
2025-01-15,jacky rosen,,
2025-01-15,jerry moran,,
2025-01-15,joe manchin,,
2025-01-15,jon tester,,
2025-01-15,maria cantwell,,
2025-01-15,martin heinrich,,
2025-01-15,mazie hirono,,
2025-01-15,roger wicker,,
2025-01-15,shelley moore capito,,
2025-01-15,sherrod brown,,
2025-01-15,steve daines,,
2025-01-16,chris coons,,
2025-01-16,cindy hyde-smith,,
2025-01-16,ed markey,,
2025-01-16,eric schmitt,,
2025-01-16,jacky rosen,,
2025-01-16,jerry moran,,
2025-01-16,jim risch,,
2025-01-16,joe manchin,,
2025-01-16,john hickenlooper,,
2025-01-16,jon tester,,
2025-01-16,maria cantwell,,
2025-01-16,martin heinrich,,
2025-01-16,mazie hirono,,
2025-01-16,roger wicker,,
2025-01-16,sherrod brown,,
2025-01-16,steve daines,,
2025-01-17,cindy hyde-smith,,
2025-01-17,dave mccormick,,
2025-01-17,ed markey,,
2025-01-17,eric schmitt,,
2025-01-17,frank lautenberg,,
2025-01-17,jacky rosen,,
2025-01-17,jerry moran,,
2025-01-17,jim risch,,
2025-01-17,joe manchin,,
2025-01-17,john hickenlooper,,
2025-01-17,jon tester,,
2025-01-17,kyrsten sinema,,
2025-01-17,martin heinrich,,
2025-01-17,shelley moore capito,,
2025-01-17,sherrod brown,,
2025-01-17,steve daines,,
2025-01-18,carper,,
2025-01-18,dave mccormick,,
2025-01-18,deb fischer,,
2025-01-18,ed markey,,
2025-01-18,jerry moran,,
2025-01-18,jim risch,,
2025-01-18,joe manchin,,
2025-01-18,john hickenlooper,,
2025-01-18,jon tester,,
2025-01-18,martin heinrich,,
2025-01-18,sherrod brown,,
2025-01-19,cindy hyde-smith,,
2025-01-19,dave mccormick,,
2025-01-19,deb fischer,,
2025-01-19,ed markey,,
2025-01-19,jerry moran,,
2025-01-19,jim risch,,
2025-01-19,joe manchin,,
2025-01-19,jon tester,,
2025-01-19,martin heinrich,,
2025-01-19,pete ricketts,,
2025-01-19,roger wicker,,
2025-01-19,sherrod brown,,
2025-01-20,bill hagerty,,
2025-01-20,bob corker,,
2025-01-20,deb fischer,,
2025-01-20,dianne feinstein,,
2025-01-20,eric schmitt,,
2025-01-20,evan bayh,,
2025-01-20,joe manchin,,
2025-01-20,kyrsten sinema,,
2025-01-20,roger wicker,,
2025-01-20,sherrod brown,,
2025-01-21,chris coons,,
2025-01-21,deb fischer,,
2025-01-21,eric schmitt,,
2025-01-21,evan bayh,,
2025-01-21,jacky rosen,,
2025-01-21,jerry moran,,
2025-01-21,lincoln chafee,,
2025-01-21,roger wicker,,
2025-01-21,sherrod brown,,
2025-01-22,carper,,
2025-01-22,chris coons,,
2025-01-22,cindy hyde-smith,,
2025-01-22,deb fischer,,
2025-01-22,eric schmitt,,
2025-01-22,evan bayh,,
2025-01-22,jacky rosen,,
2025-01-22,james lankford,,
2025-01-22,jerry moran,,
2025-01-22,jim risch,,
2025-01-22,john barrasso,,
2025-01-22,john hickenlooper,,
2025-01-22,lincoln chafee,,
2025-01-22,martin heinrich,,
2025-01-22,roger wicker,,
2025-01-22,shelley moore capito,,
2025-01-23,deb fischer,,
2025-01-23,ed markey,,
2025-01-23,eric schmitt,,
2025-01-23,frank lautenberg,,
2025-01-23,jacky rosen,,
2025-01-23,james lankford,,
2025-01-23,john hickenlooper,,
2025-01-23,kyrsten sinema,,
2025-01-23,maria cantwell,,
2025-01-23,mazie hirono,,
2025-01-23,roger wicker,,
2025-01-24,bill hagerty,,
2025-01-24,carper,,
2025-01-24,chris coons,,
2025-01-24,dave mccormick,,
2025-01-24,deb fischer,,
2025-01-24,dianne feinstein,,
2025-01-24,ed markey,,
2025-01-24,jacky rosen,,
2025-01-24,james lankford,,
2025-01-24,joe manchin,,
2025-01-24,john barrasso,,
2025-01-24,john hickenlooper,,
2025-01-24,maria cantwell,,
2025-01-24,roger wicker,,
2025-01-24,shelley moore capito,,
2025-01-24,sherrod brown,,
2025-01-24,steve daines,,
2025-01-24,ted budd,,
2025-01-25,carper,,
2025-01-25,chris coons,,
2025-01-25,dave mccormick,,
2025-01-25,deb fischer,,
2025-01-25,ed markey,,
2025-01-25,jacky rosen,,
2025-01-25,jerry moran,,
2025-01-25,john barrasso,,
2025-01-25,john hickenlooper,,
2025-01-25,markwayne mullin,,
2025-01-25,shelley moore capito,,
2025-01-25,sherrod brown,,
2025-01-25,ted budd,,
2025-01-26,carper,,
2025-01-26,dave mccormick,,
2025-01-26,jacky rosen,,
2025-01-26,james lankford,,
2025-01-26,jerry moran,,
2025-01-26,joe manchin,,
2025-01-26,john barrasso,,
2025-01-26,jon tester,,
2025-01-26,markwayne mullin,,
2025-01-26,martin heinrich,,
2025-01-26,roger wicker,,
2025-01-26,shelley moore capito,,
2025-01-26,ted budd,,
2025-01-27,bill hagerty,,
2025-01-27,carper,,
2025-01-27,chris coons,,
2025-01-27,james lankford,,
2025-01-27,jerry moran,,
2025-01-27,joe manchin,,
2025-01-27,john barrasso,,
2025-01-27,jon tester,,
2025-01-27,lincoln chafee,,
2025-01-27,markwayne mullin,,
2025-01-27,martin heinrich,,
2025-01-27,roger wicker,,
2025-01-27,shelley moore capito,,
2025-01-27,tammy baldwin,,
2025-01-27,ted budd,,
2025-01-28,bill hagerty,,
2025-01-28,carper,,
2025-01-28,chris coons,,
2025-01-28,ed markey,,
2025-01-28,eric schmitt,,
2025-01-28,james lankford,,
2025-01-28,jerry moran,,
2025-01-28,joe manchin,,
2025-01-28,john barrasso,,
2025-01-28,jon tester,,
2025-01-28,katie britt,,
2025-01-28,lincoln chafee,,
2025-01-28,roger wicker,,
2025-01-28,shelley moore capito,,
2025-01-28,tammy baldwin,,
2025-01-29,ben sasse,,
2025-01-29,bill hagerty,,
2025-01-29,carper,,
2025-01-29,chris coons,,
2025-01-29,ed markey,,
2025-01-29,jacky rosen,,
2025-01-29,james lankford,,
2025-01-29,jim risch,,
2025-01-29,katie britt,,
2025-01-29,laphonza butler,,
2025-01-29,markwayne mullin,,
2025-01-29,martin heinrich,,
2025-01-29,roger wicker,,
2025-01-29,shelley moore capito,,
2025-01-29,sherrod brown,,
2025-01-29,steve daines,,
2025-01-29,tammy baldwin,,
2025-01-30,bob menendez,,
2025-01-30,carper,,
2025-01-30,dave mccormick,,
2025-01-30,eric schmitt,,
2025-01-30,evan bayh,,
2025-01-30,jacky rosen,,
2025-01-30,james lankford,,
2025-01-30,jerry moran,,
2025-01-30,jim risch,,
2025-01-30,joe manchin,,
2025-01-30,john hickenlooper,,
2025-01-30,katie britt,,
2025-01-30,kyrsten sinema,,
2025-01-30,maria cantwell,,
2025-01-30,markwayne mullin,,
2025-01-30,martin heinrich,,
2025-01-30,shelley moore capito,,
2025-01-30,sherrod brown,,
2025-01-30,steve daines,,
2025-01-30,tammy baldwin,,
2025-01-31,bob menendez,,
2025-01-31,carper,,
2025-01-31,chris coons,,
2025-01-31,cindy hyde-smith,,
2025-01-31,eric schmitt,,
2025-01-31,evan bayh,,
2025-01-31,james lankford,,
2025-01-31,jerry moran,,
2025-01-31,joe manchin,,
2025-01-31,john hickenlooper,,
2025-01-31,jon tester,,
2025-01-31,katie britt,,
2025-01-31,markwayne mullin,,
2025-01-31,martin heinrich,,
2025-01-31,mazie hirono,,
2025-01-31,pete ricketts,,
2025-01-31,shelley moore capito,,
2025-01-31,sherrod brown,,
2025-01-31,steve daines,,
2025-01-31,tammy baldwin,,
2025-01-31,ted budd,,
2025-02-01,alex mooney,,
2025-02-01,ben sasse,,
2025-02-01,bob corker,,
2025-02-01,bob menendez,,
2025-02-01,carper,,
2025-02-01,chris coons,,
2025-02-01,eric schmitt,,
2025-02-01,james lankford,,
2025-02-01,jerry moran,,
2025-02-01,joe manchin,,
2025-02-01,john hickenlooper,,
2025-02-01,katie britt,,
2025-02-01,maggie hassan,,
2025-02-01,maria cantwell,,
2025-02-01,markwayne mullin,,
2025-02-01,martin heinrich,,
2025-02-01,pete ricketts,,
2025-02-01,tammy baldwin,,
2025-02-02,alex mooney,,
2025-02-02,bob menendez,,
2025-02-02,carper,,
2025-02-02,chris coons,,
2025-02-02,deb fischer,,
2025-02-02,dianne feinstein,,
2025-02-02,ed markey,,
2025-02-02,eric schmitt,,
2025-02-02,jacky rosen,,
2025-02-02,james lankford,,
2025-02-02,jerry moran,,
2025-02-02,john hickenlooper,,
2025-02-02,jon tester,,
2025-02-02,katie britt,,
2025-02-02,maggie hassan,,
2025-02-02,maria cantwell,,
2025-02-02,markwayne mullin,,
2025-02-02,martin heinrich,,
2025-02-02,pete ricketts,,
2025-02-02,sherrod brown,,
2025-02-02,tammy baldwin,,
2025-02-03,alex mooney,,
2025-02-03,ben sasse,,
2025-02-03,bill hagerty,,
2025-02-03,bob menendez,,
2025-02-03,carper,,
2025-02-03,chris coons,,
2025-02-03,dave mccormick,,
2025-02-03,deb fischer,,
2025-02-03,dianne feinstein,,
2025-02-03,ed markey,,
2025-02-03,eric schmitt,,
2025-02-03,jacky rosen,,
2025-02-03,james lankford,,
2025-02-03,jerry moran,,
2025-02-03,joe manchin,,
2025-02-03,john hickenlooper,,
2025-02-03,katie britt,,
2025-02-03,kyrsten sinema,,
2025-02-03,maggie hassan,,
2025-02-03,maria cantwell,,
2025-02-03,markwayne mullin,,
2025-02-03,martin heinrich,,
2025-02-03,mazie hirono,,
2025-02-03,pete ricketts,,
2025-02-03,shelley moore capito,,
2025-02-03,sherrod brown,,
2025-02-03,tammy baldwin,,
2025-02-03,ted budd,,
2025-02-04,alex mooney,,
2025-02-04,ben sasse,,
2025-02-04,bernie moreno,,
2025-02-04,bill hagerty,,
2025-02-04,bob menendez,,
2025-02-04,chris coons,,
2025-02-04,dave mccormick,,
2025-02-04,deb fischer,,
2025-02-04,ed markey,,
2025-02-04,james lankford,,
2025-02-04,jeff merkley,,
2025-02-04,jerry moran,,
2025-02-04,john hickenlooper,,
2025-02-04,katie britt,,
2025-02-04,kyrsten sinema,,
2025-02-04,laphonza butler,,
2025-02-04,maggie hassan,,
2025-02-04,maria cantwell,,
2025-02-04,martin heinrich,,
2025-02-04,mazie hirono,,
2025-02-04,pete ricketts,,
2025-02-04,roger wicker,,
2025-02-04,shelley moore capito,,
2025-02-04,sherrod brown,,
2025-02-04,steve daines,,
2025-02-04,tammy baldwin,,
2025-02-04,ted budd,,
2025-02-05,ben sasse,,
2025-02-05,bernie moreno,,
2025-02-05,bill hagerty,,
2025-02-05,bob menendez,,
2025-02-05,carper,,
2025-02-05,chris coons,,
2025-02-05,dave mccormick,,
2025-02-05,deb fischer,,
2025-02-05,dianne feinstein,,
2025-02-05,ed markey,,
2025-02-05,eric schmitt,,
2025-02-05,james lankford,,
2025-02-05,jeff merkley,,
2025-02-05,jerry moran,,
2025-02-05,joe manchin,,
2025-02-05,john hickenlooper,,
2025-02-05,katie britt,,
2025-02-05,kyrsten sinema,,
2025-02-05,laphonza butler,,
2025-02-05,maggie hassan,,
2025-02-05,maria cantwell,,
2025-02-05,martin heinrich,,
2025-02-05,mazie hirono,,
2025-02-05,pete ricketts,,
2025-02-05,roger wicker,,
2025-02-05,shelley moore capito,,
2025-02-05,sherrod brown,,
2025-02-05,steve daines,,
2025-02-05,tammy baldwin,,
2025-02-05,ted budd,,
2025-02-06,alex mooney,,
2025-02-06,ben sasse,,
2025-02-06,bernie moreno,,
2025-02-06,bob menendez,,
2025-02-06,carper,,
2025-02-06,chris coons,,
2025-02-06,dave mccormick,,
2025-02-06,deb fischer,,
2025-02-06,dianne feinstein,,
2025-02-06,ed markey,,
2025-02-06,eric schmitt,,
2025-02-06,jacky rosen,,
2025-02-06,jeff merkley,,
2025-02-06,jerry moran,,
2025-02-06,jon tester,,
2025-02-06,katie britt,,
2025-02-06,kyrsten sinema,,
2025-02-06,laphonza butler,,
2025-02-06,maggie hassan,,
2025-02-06,maria cantwell,,
2025-02-06,mazie hirono,,
2025-02-06,pete ricketts,,
2025-02-06,shelley moore capito,,
2025-02-06,steve daines,,
2025-02-06,tammy baldwin,,
2025-02-06,ted budd,,
2025-02-07,ben sasse,,
2025-02-07,bernie moreno,,
2025-02-07,bill hagerty,,
2025-02-07,chris coons,,
2025-02-07,dave mccormick,,
2025-02-07,deb fischer,,
2025-02-07,dianne feinstein,,
2025-02-07,ed markey,,
2025-02-07,eric schmitt,,
2025-02-07,jeff merkley,,
2025-02-07,jerry moran,,
2025-02-07,joe manchin,,
2025-02-07,jon tester,,
2025-02-07,katie britt,,
2025-02-07,kyrsten sinema,,
2025-02-07,lincoln chafee,,
2025-02-07,maggie hassan,,
2025-02-07,maria cantwell,,
2025-02-07,markwayne mullin,,
2025-02-07,martin heinrich,,
2025-02-07,sherrod brown,,
2025-02-07,steve daines,,
2025-02-07,tammy baldwin,,
2025-02-08,bill hagerty,,
2025-02-08,carper,,
2025-02-08,chris coons,,
2025-02-08,dave mccormick,,
2025-02-08,deb fischer,,
2025-02-08,dianne feinstein,,
2025-02-08,ed markey,,
2025-02-08,eric schmitt,,
2025-02-08,evan bayh,,
2025-02-08,jacky rosen,,
2025-02-08,james lankford,,
2025-02-08,jerry moran,,
2025-02-08,joe manchin,,
2025-02-08,jon tester,,
2025-02-08,kyrsten sinema,,
2025-02-08,maria cantwell,,
2025-02-08,martin heinrich,,
2025-02-08,richard blumenthal,,
2025-02-08,shelley moore capito,,
2025-02-08,sherrod brown,,
2025-02-08,steve daines,,
2025-02-08,tammy baldwin,,
2025-02-08,ted budd,,
2025-02-09,alex mooney,,
2025-02-09,ben sasse,,
2025-02-09,bernie moreno,,
2025-02-09,bob menendez,,
2025-02-09,carper,,
2025-02-09,chris coons,,
2025-02-09,dave mccormick,,
2025-02-09,deb fischer,,
2025-02-09,ed markey,,
2025-02-09,eric schmitt,,
2025-02-09,evan bayh,,
2025-02-09,james lankford,,
2025-02-09,jerry moran,,
2025-02-09,joe manchin,,
2025-02-09,jon tester,,
2025-02-09,katie britt,,
2025-02-09,kyrsten sinema,,
2025-02-09,maria cantwell,,
2025-02-09,markwayne mullin,,
2025-02-09,roger wicker,,
2025-02-09,shelley moore capito,,
2025-02-09,sherrod brown,,
2025-02-09,steve daines,,
2025-02-09,tammy baldwin,,
2025-02-09,ted budd,,
2025-02-10,alex mooney,,
2025-02-10,chris coons,,
2025-02-10,eric schmitt,,
2025-02-10,evan bayh,,
2025-02-10,jacky rosen,,
2025-02-10,james lankford,,
2025-02-10,jerry moran,,
2025-02-10,joe manchin,,
2025-02-10,john barrasso,,
2025-02-10,katie britt,,
2025-02-10,kyrsten sinema,,
2025-02-10,laphonza butler,,
2025-02-10,maggie hassan,,
2025-02-10,maria cantwell,,
2025-02-10,markwayne mullin,,
2025-02-10,roger wicker,,
2025-02-10,shelley moore capito,,
2025-02-10,sherrod brown,,
2025-02-10,steve daines,,
2025-02-10,tammy baldwin,,
2025-02-10,ted budd,,
2025-02-11,alex mooney,,
2025-02-11,bernie moreno,,
2025-02-11,bob corker,,
2025-02-11,carper,,
2025-02-11,dave mccormick,,
2025-02-11,deb fischer,,
2025-02-11,ed markey,,
2025-02-11,eric schmitt,,
2025-02-11,evan bayh,,
2025-02-11,jacky rosen,,
2025-02-11,james lankford,,
2025-02-11,jerry moran,,
2025-02-11,joe manchin,,
2025-02-11,john barrasso,,
2025-02-11,katie britt,,
2025-02-11,laphonza butler,,
2025-02-11,maria cantwell,,
2025-02-11,markwayne mullin,,
2025-02-11,richard blumenthal,,
2025-02-11,roger wicker,,
2025-02-11,sherrod brown,,
2025-02-11,ted budd,,
2025-02-12,ben sasse,,
2025-02-12,bernie moreno,,
2025-02-12,carper,,
2025-02-12,dave mccormick,,
2025-02-12,deb fischer,,
2025-02-12,jacky rosen,,
2025-02-12,jerry moran,,
2025-02-12,joe manchin,,
2025-02-12,john hickenlooper,,
2025-02-12,jon tester,,
2025-02-12,katie britt,,
2025-02-12,laphonza butler,,
